product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
Blair ALFA ALKALINE 12 L RO + UV + UF + TDS Water Purifier,"₹5,224","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",none,none,none
"KONVIO Advance Water Purifier High TDS 3000 Membrane Japanese UV (Blue, ABS Plastic) 12 L RO + UV Wate...","₹6,999","['Electrical & Storage', 'RO + UV', '12 L Capacity', '1 Year warranty on electrical parts.']",3.7,58,22
Grand plus WAVE BLACK 12 L RO + UV + UF + TDS Water Purifier,"₹5,850","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3.6,13,1
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
EUREKA FORBES Dr. AQUAGUARD MAGNA 7 L UV Water Purifier,"₹15,999","['Electrical & Storage', 'UV', '7 L Capacity', '1 Year Manufacturer Warranty']",4.1,28,4
Ao Smith Z1 10 L UV Water Purifier,"₹13,500","['Electrical & Storage', 'UV', '10 L Capacity', '1 Year Comprehensive Warranty']",3.7,208,40
EUREKA FORBES Aquasure Xpert 8 L RO + UV + UF Water Purifier,"₹19,990","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity']",4.5,132,18
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
Aquaultra Aqua Ultra Smart RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",3.8,13,2
Aquaguard ASTOR UV+UF WITH ACTICE COPPER 6.2 L UV + UF Water Purifier,"₹12,300","['Electrical & Storage', 'UV + UF', '6.2 L Capacity', 'NA']",none,none,none
FABER FWP GALAXY PRO PLUS BK 7 L RO + UV + MAT Water Purifier,"₹8,990","['Electrical & Storage', 'RO + UV + MAT', '7 L Capacity', '1 year warranty on product']",2.5,4,1
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
RUBY Economical 12 L RO + UV Water Purifier,"₹4,200","['Electrical & Storage', 'RO + UV', '12 L Capacity', '1 Year Warranty']",3.9,101,25
"Aqua Active RO+UV+PF+CU, 8 Stage Mineral Water Purifier with Upto 2500 TDS, Black-100GPD 10 L RO + UV ...","₹9,860","['Electrical & Storage', 'RO + UV + UF + Copper Guard + pH enhancer', '10 L Capacity', 'This product comes with Six months Warranty, On-site Warranty in all major cities of India, every visit is chargeable. Warranty obligation shall be limited to the repairing or provide replacement of the part which found faulty. Company Liability under warranty is confined to the first purchaser (Non - Transferable). Warranty  includes Pump, SV and SMPS. For Installation and for any warranty related issues, please call the Aqua Active Customer Support - 01140564566/8130777686 aquaactive.in@gmail.com']",4.4,22,2
Aqua Fresh COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,549","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable(250-300). SUNDAY closed']",3.6,117,23
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,342",428
Bepure 4G pH Hot and Cold Alkaline 9 L RO + UV + UF + MTDS Water Purifier,"₹16,999","['Electrical & Storage', 'RO + UV + UF + MTDS', '9 L Capacity', '1 Year Warranty on all electrical components including hot water system and pump']",none,none,none
KENT Grand Plus New 9 L RO + UV + UF + TDS Water Purifier,"₹16,770","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,236,32
Aqua Ultra Swift 14 L RO + UV + UF + TDS Water Purifier,"₹4,599","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 Month']",3.5,19,5
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,11,1
Pureit CLASSIC Nxt 7 L RO + MF Water Purifier,"₹7,600","['Electrical & Storage', 'RO + MF', '7 L Capacity', '1 YEAR PUREIT INDIA WARRANTY']",none,none,none
water solution AURA COPPER RO+UV+TDS Electrical ground water purifier 15L 15 L RO + UV + UF + TDS Wate...,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",5,1,1
Blair MISTY RO UV MTDS 15 L RO + UV + MTDS Water Purifier,"₹6,636","['Electrical & Storage', 'RO + UV + MTDS', '15 L Capacity', '1 YEAR OFFSITE WARRANTY']",3.8,16,7
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,405,49
Hi Tech 2 Set Inline Filter For All Type of RO Water Purifier with 4 Elbow & 1 Teflon Tape 12 L RO + U...,₹497,"['Electrical & Non - Storage', 'RO + UV + UF + TDS', '12 L Capacity', '0']",none,none,none
Grand plus BLUE SWIFT GP Z1001 10 L RO + UV + UF + Minerals + Copper Water Purifier,"₹5,175","['Electrical & Storage', 'RO + UV + UF + Minerals + Copper', '10 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",none,none,none
Bepure 3G Hot and Normal 7 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Warranty on all electrical components including hot water system and pump']",4.8,11,6
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,005",373
KENT 11063 Washing machine Softener 1.75 L RO Water Purifier,"₹6,500","['Electrical & Non - Storage', 'RO', '1.75 L Capacity', '1 Year Company Warranty Card']",3.2,5,0
Aqua Ultra C26 13 L RO + UV + UF Water Purifier,"₹4,850","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",2.8,4,1
Blue Star MA3BSAM01 8 L RO Water Purifier,"₹14,779","['Electrical & Storage', 'RO', '8 L Capacity', '1 year warranty']",none,none,none
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
KENT 11053 6 L RO + UV + UF + TDS Water Purifier,"₹17,500","['Electrical & Storage', 'RO + UV + UF + TDS', '6 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.9,7,0
Aquasure Maxima 1500 10 L Gravity Based Water Purifier,"₹1,499","['Non - Electrical & Storage', 'Gravity Based', '10 L Capacity', '6 Months Manufacturer Warranty']",3.7,"1,450",220
water solution alfa half black COPPER RO+UV+TDS 12L 12 L RO + UV + UF + TDS Water Purifier,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",none,none,none
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,129",126
Aquatec Plus Wave 12 L RO + UV + UF + TDS Water Purifier,"₹8,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '1 Year Manufacturer Warranty.*']",4.4,139,39
"Aqua GRAND RO. UV. UF. TDS. 12ltrs storege tank. pree filter. 9"" candal 3pc. ip- 2021 12 L RO + UV + U...","₹4,980","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'only electrical parts']",none,none,none
Aqua Fresh AquaXSwift Model Alkaline purify Mineral Ro + Uv + Uf + Tds + Alkaline Filter12 L 12 L RO +...,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Na']",2.5,2,2
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,342",428
Tata Swach TA968 7.5 L Gravity Based Water Purifier,"₹5,050","['Non - Electrical & Non - Storage', 'Gravity Based', '7.5 L Capacity', 'no']",4.2,"6,109",673
water solution Afa Black MINERAL+RO+UV+UV+TDS 12 L 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'NA']",none,none,none
Aqua Fresh Omega Epic 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,11,1
Aquaguard GWPDMRU1210000 7 L RO + UV + MTDS Water Purifier,"₹14,390","['Electrical & Storage', 'RO + UV + MTDS', '7 L Capacity', '1 Year Manufacturer Warranty']",none,none,none
"HAVELLS PRO ALKALINE 7 L RO + UV Water Purifier 7 Stages, Patented Corner/wall mounting and Alkaline w...","₹15,999","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 Year Warranty']",none,none,none
SAMTA Aquakiwi 12 L RO + UV + UF Water Purifier,"₹10,440","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', '1 year replacement warranty on electrical part']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,405,49
LIVPURE Bolt Copper 7 L RO + UV + Minerals Water Purifier,"₹16,500","['Electrical & Storage', 'RO + UV + Minerals', '7 L Capacity', 'all parts']",3.8,4,0
Aquaultra C05 13 L RO + UV + UF Water Purifier,"₹4,599","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",none,none,none
LIVPURE Glitz Silver RO Water Purifier 7 L RO + UF + TDS Water Purifier,"₹10,099","['Electrical & Storage', 'RO + UF + TDS', '7 L Capacity', 'Onsite service, during warranty period sediment filter and activated carbon filter will be replaced and two preventive maintenance will be provided free']",none,none,none
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,005",373
KENT 11099 9 L RO + UV + UF + TDS Water Purifier,"₹17,889","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', 'NA']",none,none,none
Aqua Fresh DT ALFA AURA ALKALINE BLU RO+UV+UF+TDS+MINERAL 12 L TRANSPARENT 12 L RO + UV + UF + TDS Wat...,"₹5,699","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargable. SUNDAY CLOSED . FILTERS ARE NOT COVERED IN WARRANTY']",3.6,22,4
Royal Aquafresh Copper Audy 12 L RO + UV + UF + TDS Water Purifier,"₹5,085","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,129",126
Aqua AQU-grand- RO. UV. UF. MINIRALS. set RO. pani filter. 15 L RO + UV + UF + TDS Water Purifier,"₹4,664","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'technicia visit, if applicable will be charged to the customer.']",none,none,none
Bepure 3G Hot and Normal 7 L UV + UF Water Purifier,"₹10,999","['Electrical & Storage', 'UV + UF', '7 L Capacity', '1 Year Warranty on all electrical components including hot water system and pump']",none,none,none
SKS Aqua Grand+ Aquagrand+ RO+UV+UF+TDS Water Purifier - 12 Liters 12 L RO + UV Water Purifier,"₹3,699","['Electrical & Storage', 'RO + UV', '12 L Capacity', 'NA']",none,none,none
FABER FWP GALAXY FRESH 7 L RO + UV + MAT + pH Enhancer Water Purifier,"₹9,490","['Electrical & Storage', 'RO + UV + MAT + pH Enhancer', '7 L Capacity', '1 Year Warranty on Product']",3.7,7,4
NASAKA Tulip N2 8 L RO + UF Water Purifier,"₹8,500","['Electrical & Storage', 'RO + UF', '8 L Capacity', '1 Year + 4 Years extended company warranty']",3.8,26,4
LIVPURE TOUCH 2000 PLUS 8 L RO + UV + UF + TDS Water Purifier,"₹17,590","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Manufacturer Warranty']",none,none,none
HAVELLS Pro Alkaline RO UV 7 L RO + UV Water Purifier,"₹15,000","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 year warranty on all Electrical Parts excluding Membranes. The Company representatives are entitled to retain the damaged or defective parts replaced under warranty on free charge basis.']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,342",428
Blair Mineral RO UV UF TDS 15 L RO + UV + UF + TDS Water Purifier,"₹4,939","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'COVERED IN WARRANTY SMPS AND MOTOR']",4,25,8
Ao Smith X4+ 9 L RO Water Purifier,"₹15,990","['Electrical & Storage', 'RO', '9 L Capacity', '1 Year Comprehensive Warranty']",4.1,21,4
Aqua Pure Advance Plus 12 L RO + UV + UF + TDS Water Purifier,"₹17,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '1 Year Manufacturer Warranty.']",4.3,3,2
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,11,1
Aqua Fresh RED CANDY 17 L RO + UV + UF + TDS Water Purifier,"₹5,354","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', '6 Month']",3.5,648,130
Blue Star Edge 6 L RO + UV Water Purifier,"₹16,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Warranty']",4.1,8,1
Blair ALFA COPPER BLACK 12 L RO + UV + UF + TDS Water Purifier,"₹5,404","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,405,49
nexus pure DRFT 3 COPPER + ALKALINE 14 L RO + UV + UF + TDS Water Purifier,"₹6,349","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', 'Customer has to courier the parts to seller address']",4,46,18
Aqua RO_UV_UF_TDS_Golden Black audi 12 L RO + UV + UF + TDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts']",none,none,none
Aqua SKYLAND Model 18 L ALKALINE INE B12 18 L RO + UV + UF + TDS Water Purifier,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.7,12,1
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,005",373
Grand plus NVO WHITE 12 L RO + UV + UF + TDS Water Purifier,"₹5,265","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",3,11,1
"Hi Tech Commercial Domestic Carbon Block CTO, Granular Activated Carbon GAC, PP Spun 10 Inch RO Purifi...",₹566,"['Non - Electrical & Storage', 'Gravity Based', '40000 L Capacity', 'NA']",none,none,none
water solution NYC white ALKALINE ro+uv+uf+tds+ALKALINE 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'NA']",3.4,41,7
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
LG WW170EP 8 L RO Water Purifier,"₹20,000","['Electrical & Storage', 'RO', '8 L Capacity', '1 year on product and 10 years on stainless steel tank from Manufacturer']",none,none,none
Royal Aquafresh AQUA EPIC 12 L RO + UV + UF + TDS Water Purifier,"₹5,175","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '• TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR\nCustomer care Timing is :- 10AM TO 7PM (MON TO SAT) SUNDAY CLOSE']",3.6,168,25
EUREKA FORBES Reviva  8 L UV Water Purifier,"₹9,116","['Electrical & Storage', 'UV', '8 L Capacity', '1 Year Manifacturer Warranty']",3.7,24,3
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,129",126
Aqua Ultra 14LT 14 L RO + UV + UF + TDS Water Purifier,"₹4,989","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month']",3.1,14,0
Aqua Grand + RO UV UF TDS 12 L RO + UV + UF + TDS Water Purifier Machine 14 L RO + UV + UF + TDS Water...,"₹6,455","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', ""RO  Product Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be Chargeable After the Installation RS 300/-All service will chargeable""]",3.6,22,4
Grand plus Aqua Mineral Pot 16 L Gravity Based Water Purifier,"₹1,699","['Non - Electrical & Storage', 'Gravity Based', '16 L Capacity', '3 month warranty on only mechanical parts']",3.6,416,60
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Grand plus AQUA TPT 15 L RO + UV + UF + TDS Water Purifier,"₹5,699","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",4.3,6,0
LIVPURE BOLT RO+UV+MINERALISER 7 L RO + UV Water Purifier,"₹12,990","['Electrical & Storage', 'RO + UV', '7 L Capacity', 'ONE YEAR WARRANTY  { FREE REPLACEMENT OF SEDIMENT & CARBON FILTER ONCE IN WARRANTY PERIOD}']",3.6,15,3
Grand plus Blue Crux 12 L RO + UV + UF + TDS Water Purifier,"₹5,039","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation will be FREE OF COST.  If any problem occurs during warranty period Then buyer will make courier at seller or service center  address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's  address within maximum 4-6 days(working DAYS) , and every visit will be chargeable after the installation (RS300/-) â?¢\tAll service will chargeable.""]",4.2,6,3
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
SAMTA 100% Stainless Steel RO + UV _LED + UF + TDS Water Purifier 15 L RO + UV + UF + ATDS Water Purif...,"₹8,540","['Electrical & Storage', 'RO + UV + UF + ATDS', '15 L Capacity', 'domestic warranty on electrical part technician visit if applicable will be charge rs 250']",none,none,none
Pureit by HUL Marvella with Fruit and Veg Purifier 8 L RO + MF Water Purifier,"₹10,999","['Electrical & Storage', 'RO + MF', '8 L Capacity', '1 Year Warranty']",4.2,"11,270","1,921"
Aqua Active Misty +Alkaline 10 L RO Water Purifier,"₹7,958","['Electrical & Storage', 'RO', '10 L Capacity', 'Warranty obligation shall be limited to the repairing or provide replacement of the part which found faulty. Company Liability under warranty is confined to the first purchaser (Non - Transferable). One year warranty  includes Pump, SV and SMPS. In order to claim any of above mentioned part under warranty, customer first need to send that part to us (courier charges will be levied) and once part will be received in our warehouse, we will check its performance and if there is any issue then new part will be shipped to customer under warranty.  It is advised to get device serviced on proper interval of time as only then warranty will be continued, in case of any miss on service company owns all rights to void the warranty since cartridges used in RO water purifier has a specific date of expiry and customer should change it as and when advised. Warranty will be void if any local part / filter/ cartridge will be used instead of our original parts.']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Aquagrand Crux 12 Ltr 12 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
"Aqua Ultra Classic T RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV + ...","₹4,799","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.8,5,3
Royal Aquafresh Black Candy 17 L RO + UV + UF + TDS Water Purifier,"₹5,265","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
LG WAW35RW2RP 8 L RO + UF Water Purifier With Dual Protection Stainless Steel Tank,"₹24,999","['Electrical & Storage', 'RO + UF', '8 L Capacity', '1 year on product and 10 years on stainless steel tank from Manufacturer']",3,6,3
Aqua Fresh DT ALFA ALKALINE BLU RO+UV+UF+TDS+MINERAL 12 L TRANSPARENT 12 L RO + UV + UF + TDS Water Pu...,"₹5,689","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS, INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS. after installation every visit will be chargable. SUNDAY CLOSED . FILTERS ARE NOT COVERED IN WARRANTY']",2.7,3,0
CUCKOO CP-EN011B Elegance Nano-Positive Water Purifier,"₹9,999","['Electrical & Non - Storage', 'Nano-Positive', '1 Year Warranty + 2 Years Extended Warranty.']",none,none,none
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
